Account No,DATE,TRANSACTION DETAILS,CHQ.NO.,VALUE DATE,WITHDRAWAL AMT,DEPOSIT AMT,BALANCE AMT,CATEGORY
1196428,21/05/2023,POS BOOKMYSHOW,,21/05/2023,666.10,,543170.49,ENTERTAINMENT
1196428,21/05/2023,IMPS 904311124338 FAMILY,,21/05/2023,318.37,,542852.12,BANK TRANSFERS
1196428,22/05/2023,POS CAB SERVICES,,22/05/2023,729.60,,542122.52,TRANSPORT
1196428,22/05/2023,IMPS 904311124338 FAMILY,,22/05/2023,466.47,,541656.05,BANK TRANSFERS
1196428,22/05/2023,UPIPAYMENT,,22/05/2023,193.41,,541462.64,BANK TRANSFERS
1196428,22/05/2023,SWIGGY,,22/05/2023,201.52,,541261.12,FOOD
1196428,22/05/2023,POS VEGETABLE SHOP,,22/05/2023,600.04,,540661.08,FOOD
1196428,25/05/2023,UPIPAYMENT,,25/05/2023,634.59,,540026.49,BANK TRANSFERS
1196428,25/05/2023,POS CAB SERVICES,,25/05/2023,16.60,,540009.89,TRANSPORT
1196428,25/05/2023,SWIGGY,,25/05/2023,420.60,,539589.29,FOOD
1196428,25/05/2023,SWIGGY,,25/05/2023,585.27,,539004.02,FOOD
1196428,25/05/2023,IMPS 904311124338 FAMILY,,25/05/2023,201.52,,538802.50,BANK TRANSFERS
1196428,25/05/2023,POS BOOKMYSHOW,,25/05/2023,349.08,,538453.42,ENTERTAINMENT
1196428,25/05/2023,POS DINEOUT,,25/05/2023,4747.00,,533706.42,FOOD
1196428,25/05/2023,POS VEGETABLE SHOP,,25/05/2023,486.16,,533220.26,FOOD
1196428,26/05/2023,POS DINEOUT,,26/05/2023,275.00,,532945.26,FOOD
1196428,26/05/2023,UPIPAYMENT,,26/05/2023,588.52,,532356.74,BANK TRANSFERS
1196428,26/05/2023,POS CAB SERVICES,,26/05/2023,274.00,,532082.74,TRANSPORT
1196428,26/05/2023,UPIPAYMENT,,26/05/2023,25192.00,,506890.74,BANK TRANSFERS
1196428,26/05/2023,SWIGGY,,26/05/2023,37.97,,506852.77,FOOD
1196428,26/05/2023,SWIGGY,,26/05/2023,46.33,,506806.44,FOOD
1196428,26/05/2023,SWIGGY,,26/05/2023,10.11,,506796.33,FOOD
1196428,26/05/2023,SWIGGY,,26/05/2023,323.64,,506472.69,FOOD
1196428,26/05/2023,UPI-905717075848-TRANFER-,,26/05/2023,34.86,,506437.83,BANK TRANSFERS
1196428,26/05/2023,POS VEGETABLE SHOP,,26/05/2023,5040.00,,501397.83,FOOD
1196428,27/05/2023,POS CAB SERVICES,,27/05/2023,904.67,,500493.16,TRANSPORT
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,260.30,,500232.86,BANK TRANSFERS
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,5224.00,,495008.86,BANK TRANSFERS
1196428,27/05/2023,POS BOOKMYSHOW,,27/05/2023,25.49,,494983.37,ENTERTAINMENT
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,917.79,,494065.58,BANK TRANSFERS
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,37.17,,494028.41,BANK TRANSFERS
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,29.60,,493998.81,BANK TRANSFERS
1196428,27/05/2023,UPIPAYMENT,,27/05/2023,1475.00,,492523.81,BANK TRANSFERS
1196428,27/05/2023,ZOMATO,,27/05/2023,1113.00,,491410.81,FOOD
1196428,27/05/2023,POS DINEOUT,,27/05/2023,262.00,,491148.81,FOOD
1196428,27/05/2023,POS VEGETABLE SHOP,,27/05/2023,287.00,,490861.81,FOOD
1196428,28/05/2023,UPIPAYMENT,,28/05/2023,705.15,,490156.66,BANK TRANSFERS
1196428,28/05/2023,ZOMATO,,28/05/2023,751.55,,489405.11,FOOD
1196428,28/05/2023,IMPS 904311124338 FAMILY,,28/05/2023,529.27,,488875.84,BANK TRANSFERS
1196428,28/05/2023,POS VEGETABLE SHOP,,28/05/2023,535.00,,488340.84,FOOD
1196428,28/05/2023,INTEREST Coll:01-05-20,,28/05/2023,,1456.66,489797.50,INTEREST
1196428,01/06/2023,UPIPAYMENT,,01/06/2023,2035.23,,487762.27,BANK TRANSFERS
1196428,01/06/2023,SALARY,,01/06/2023,,250000.00,737762.27,SALARY
1196428,01/06/2023,MAX BUPA HEALTH INSURANCE,,01/06/2023,205.13,,737557.14,INSURANCE
1196428,01/06/2023,EMI Home loan(26/240),,01/06/2023,30000.00,,707557.14,EMI
1196428,01/06/2023,EMI Personal loan(21/36),704391,01/06/2023,5000.00,,702557.14,EMI
1196428,01/06/2023,CASHWITH,,01/06/2023,559.55,,701997.59,BANK TRANSFERS
1196428,02/06/2023,UPIPAYMENT,,02/06/2023,386.85,,701610.74,BANK TRANSFERS
1196428,02/06/2023,VODAFONE MOBILE SERVICES,704389,02/06/2023,442.84,,701167.90,BILL PAYMENT
1196428,02/06/2023,VODAFONE MOBILE SERVICES,704388,02/06/2023,183.00,,700984.90,BILL PAYMENT
1196428,02/06/2023,SWIGGY,,02/06/2023,79.85,,700905.05,FOOD
1196428,02/06/2023,POS VEGETABLE SHOP,,02/06/2023,526.51,,700378.54,FOOD
1196428,04/06/2023,IMPS 904311124338 FAMILY,,04/06/2023,368.00,,700010.54,BANK TRANSFERS
1196428,04/06/2023,POS VEGETABLE SHOP,,04/06/2023,267.92,,699742.62,FOOD
1196428,05/06/2023,UPIPAYMENT,,05/06/2023,456.41,,699286.21,BANK TRANSFERS
1196428,05/06/2023,IMPS 904311124338 FAMILY,,05/06/2023,326.00,,698960.21,BANK TRANSFERS
1196428,05/06/2023,SWIGGY,,05/06/2023,105.44,,698854.77,FOOD
1196428,05/06/2023,SWIGGY,,05/06/2023,204.68,,698650.09,FOOD
1196428,05/06/2023,SWIGGY,,05/06/2023,533.20,,698116.89,FOOD
1196428,05/06/2023,POS BOOKMYSHOW,,05/06/2023,109.15,,698007.74,ENTERTAINMENT
1196428,07/06/2023,POS INSTAMART,,07/06/2023,753.57,,697254.17,UTILITIES
1196428,07/06/2023,POS CAB SERVICES,,07/06/2023,573.50,,696680.67,TRANSPORT
1196428,07/06/2023,SWIGGY,,07/06/2023,866.00,,695814.67,FOOD
1196428,08/06/2023,POS INSTAMART,,08/06/2023,611.44,,695203.23,UTILITIES
1196428,08/06/2023,POS CAB SERVICES,,08/06/2023,220.00,,694983.23,TRANSPORT
1196428,08/06/2023,SHOPPING,,08/06/2023,10.00,,694973.23,SHOPPING
1196428,08/06/2023,SWIGGY,,08/06/2023,574.00,,694399.23,FOOD
1196428,09/06/2023,POS INSTAMART,,09/06/2023,459.00,,693940.23,UTILITIES
1196428,09/06/2023,POS CAB SERVICES,704310,09/06/2023,73.00,,693867.23,TRANSPORT
1196428,10/06/2023,SHOPPING,,10/06/2023,504.00,,693363.23,SHOPPING
1196428,10/06/2023,TATA AIG GENERAL INSURANCE,704307,10/06/2023,187.04,,693176.19,INSURANCE
1196428,10/06/2023,POS DINEOUT,,10/06/2023,229.88,,692946.31,FOOD
1196428,10/06/2023,SWIGGY,,10/06/2023,349.99,,692596.32,FOOD
1196428,11/06/2023,POS INSTAMART,,11/06/2023,306.18,,692290.14,UTILITIES
1196428,11/06/2023,POS INSTAMART,,11/06/2023,96.63,,692193.51,UTILITIES
1196428,11/06/2023,POS CAB SERVICES,,11/06/2023,101.16,,692092.35,TRANSPORT
1196428,11/06/2023,SWIGGY,,11/06/2023,927.08,,691165.27,FOOD
1196428,14/06/2023,POS INSTAMART,,14/06/2023,84.24,,691081.03,UTILITIES
1196428,15/06/2023,POS CAB SERVICES,,15/06/2023,688.42,,690392.61,TRANSPORT
1196428,15/06/2023,SHOPPING,,15/06/2023,300.00,,690092.61,SHOPPING
1196428,15/06/2023,SWIGGY,,15/06/2023,469.65,,689622.96,FOOD
1196428,15/06/2023,POS INSTAMART,,15/06/2023,847.92,,688775.04,UTILITIES
1196428,15/06/2023,POS CAB SERVICES,,15/06/2023,666.00,,688109.04,TRANSPORT
1196428,15/06/2023,SWIGGY,,15/06/2023,342.00,,687767.04,FOOD
1196428,15/06/2023,POS INSTAMART,704309,15/06/2023,828.00,,686939.04,UTILITIES
1196428,15/06/2023,POS CAB SERVICES,,15/06/2023,604.00,,686335.04,TRANSPORT
1196428,15/06/2023,SHOPPING,,15/06/2023,605.00,,685730.04,SHOPPING
1196428,16/06/2023,SWIGGY,,16/06/2023,311.23,,685418.81,FOOD
1196428,16/06/2023,POS INSTAMART,,16/06/2023,170.26,,685248.55,UTILITIES
1196428,16/06/2023,POS CAB SERVICES,,16/06/2023,1240.00,,684008.55,TRANSPORT
1196428,16/06/2023,SHOPPING,,16/06/2023,1321.38,,682687.17,SHOPPING
1196428,16/06/2023,POS INSTAMART,,16/06/2023,765.00,,681922.17,UTILITIES
1196428,17/06/2023,POS CAB SERVICES,,17/06/2023,285.40,,681636.77,TRANSPORT
1196428,17/06/2023,SHOPPING,,17/06/2023,244.00,,681392.77,SHOPPING
1196428,17/06/2023,POS INSTAMART,,17/06/2023,690.00,,680702.77,UTILITIES
1196428,17/06/2023,POS INSTAMART,,17/06/2023,353.00,,680349.77,UTILITIES
1196428,17/06/2023,POS CAB SERVICES,,17/06/2023,221.00,,680128.77,TRANSPORT
1196428,17/06/2023,SHOPPING,,17/06/2023,31.82,,680096.95,SHOPPING
1196428,18/06/2023,SWIGGY,,18/06/2023,1159.98,,678936.97,FOOD
1196428,18/06/2023,POS INSTAMART,,18/06/2023,1022.43,,677914.54,UTILITIES
1196428,18/06/2023,POS INSTAMART,,18/06/2023,664.54,,677250.00,UTILITIES
1196428,18/06/2023,POS CAB SERVICES,,18/06/2023,974.53,,676275.47,TRANSPORT
1196428,19/06/2023,POS INSTAMART,,19/06/2023,614.23,,675661.24,UTILITIES
1196428,19/06/2023,POS CAB SERVICES,,19/06/2023,471.00,,675190.24,TRANSPORT
1196428,19/06/2023,SHOPPING,,19/06/2023,414.00,,674776.24,SHOPPING
1196428,19/06/2023,SWIGGY,,19/06/2023,10.00,,674766.24,FOOD
1196428,19/06/2023,POS INSTAMART,,19/06/2023,630.78,,674135.46,UTILITIES
1196428,19/06/2023,POS INSTAMART,,19/06/2023,339.00,,673796.46,UTILITIES
1196428,19/06/2023,POS CAB SERVICES,,19/06/2023,679.08,,673117.38,TRANSPORT
1196428,19/06/2023,POS INSTAMART,,19/06/2023,257.24,,672860.14,UTILITIES
1196428,19/06/2023,POS INSTAMART,,19/06/2023,777.42,,672082.72,UTILITIES
1196428,21/06/2023,SWIGGY,,21/06/2023,500.00,,671582.72,FOOD
1196428,21/06/2023,POS INSTAMART,,21/06/2023,815.65,,670767.07,UTILITIES
1196428,21/06/2023,POS INSTAMART,,21/06/2023,975.92,,669791.15,UTILITIES
1196428,22/06/2023,SWIGGY,,22/06/2023,500.00,,669291.15,FOOD
1196428,22/06/2023,POS INSTAMART,,22/06/2023,500.00,,668791.15,UTILITIES
1196428,22/06/2023,POS INSTAMART,,22/06/2023,500.00,,668291.15,UTILITIES
1196428,22/06/2023,POS CAB SERVICES,,22/06/2023,500.00,,667791.15,TRANSPORT
1196428,22/06/2023,SHOPPING,,22/06/2023,500.00,,667291.15,SHOPPING
1196428,23/06/2023,POS INSTAMART,,23/06/2023,127.23,,667163.92,UTILITIES
1196428,23/06/2023,POS CAB SERVICES,,23/06/2023,119.74,,667044.18,TRANSPORT
1196428,23/06/2023,SHOPPING,,23/06/2023,775.00,,666269.18,SHOPPING
1196428,23/06/2023,SWIGGY,,23/06/2023,877.38,,665391.80,FOOD
1196428,24/06/2023,POS INSTAMART,,24/06/2023,500.00,,664891.80,UTILITIES
1196428,24/06/2023,POS CAB SERVICES,,24/06/2023,138.60,,664753.20,TRANSPORT
1196428,24/06/2023,SWIGGY,,24/06/2023,500.00,,664253.20,FOOD
1196428,24/06/2023,POS INSTAMART,,24/06/2023,500.00,,663753.20,UTILITIES
1196428,25/06/2023,POS CAB SERVICES,,25/06/2023,118.00,,663635.20,TRANSPORT
1196428,25/06/2023,SWIGGY,,25/06/2023,1.00,,663634.20,FOOD
1196428,25/06/2023,POS INSTAMART,,25/06/2023,0.18,,663634.02,UTILITIES
1196428,28/06/2023,SWIGGY,,28/06/2023,889.98,,662744.04,FOOD
1196428,29/06/2023,POS INSTAMART,,29/06/2023,584.43,,662159.61,UTILITIES
1196428,29/06/2023,SWIGGY,,29/06/2023,445.54,,661714.07,FOOD
1196428,29/06/2023,SWIGGY,,29/06/2023,640.53,,661073.54,FOOD
1196428,29/06/2023,POS INSTAMART,,29/06/2023,788.23,,660285.31,UTILITIES
1196428,29/06/2023,POS INSTAMART,,29/06/2023,20.00,,660265.31,UTILITIES
1196428,30/06/2023,POS CAB SERVICES,704379,30/06/2023,324.00,,659941.31,TRANSPORT
1196428,30/06/2023,POS INSTAMART,,31/06/2023,500.00,,659441.31,UTILITIES
1196428,30/06/2023,SWIGGY,,31/06/2023,737.78,,658703.53,FOOD
1196428,30/06/2023,INTEREST Coll:01-06-20,,31/06/2023,,1634.85,660338.38,INTEREST
